branch_id,branch_name,primary_branch_id,primary_branch_name,specialization_name,vertical
POLYMERTECH004,Plastic and Polymer Technology,POLYMERTECH,Polymer Technology,,Engineering
POLYMERTECH005,Plastic Technology,POLYMERTECH,Polymer Technology,,Engineering
PRINTENG,Printing Engineering,,,,Engineering
PRINTENG001,"Printing and Packaging Technology (4 Years, Bachelor of Technology)",PRINTENG,Printing Engineering,,Engineering
PRINTENG002,Printing Technology,PRINTENG,Printing Engineering,,Engineering
INDENG022,Production Engineering,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG023,Production Engineering[Sandwich],INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
PSYCH,Psychology,,,,Humanities
RADIOLOGY,Radiology,,,,Medical Allied
ROBOENG,Robotics Engineering,,,,Engineering
ROBOENG001,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",ROBOENG,Robotics Engineering,,Engineering
ROBOENG002,"RA Robotics and
Automation",ROBOENG,Robotics Engineering,,Engineering
ROBOENG003,"RO Auto. And
Robot.",ROBOENG,Robotics Engineering,,Engineering
ROBOENG004,RB Robotics,ROBOENG,Robotics Engineering,,Engineering
ROBOENG005,Automation and Robotics,ROBOENG,Robotics Engineering,,Engineering
ROBOENG006,Robotics and Automation,ROBOENG,Robotics Engineering,,Engineering
ROBOENG007,Robotics,ROBOENG,Robotics Engineering,,Engineering
ROBOENG008,Robotics,ROBOENG,Robotics Engineering,,Engineering
SAFETYENG,Safety Engineering,,,,Engineering
SAFETYENG001,Safety and Fire Engineering,SAFETYENG,Safety Engineering,,Engineering
SERI,Sericulture,,,,Agriculture
SOCIALWORK,Social Work,,,,Humanities
SPACEENG,Space Engineering,,,,Engineering
SPACEENG001,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",SPACEENG,Space Engineering,,Engineering
SYSENG,Systems Engineering,,,,Engineering
TEACH,Teaching,,,,Education
TEACH001,BEd,TEACH,Teaching,,Education
TEXTILE,Textile Engineering,,,,Engineering
TEXTILE001,"Textile Technology (4 Years, Bachelor of Technology)",TEXTILE,Textile Engineering,,Engineering
TEXTILE002,"Carpet and Textile Technology (4 Years, Bachelor of Technology)",TEXTILE,Textile Engineering,,Engineering
TEXTILE003,"Handloom and Textile Technology (4 Years, Bachelor of Technology)",TEXTILE,Textile Engineering,,Engineering
TEXTILE004,"Fashion and Apparel Engineering (4 Years, Bachelor of Technology)",TEXTILE,Textile Engineering,,Engineering
TEXTILE005,ST Silk Tech.,TEXTILE,Textile Engineering,,Engineering
TEXTILE006,TX Textiles,TEXTILE,Textile Engineering,,Engineering
TEXTILE007,Textile Engineering/ Technology,TEXTILE,Textile Engineering,,Engineering
TEXTILE008,Textile Technology,TEXTILE,Textile Engineering,,Engineering
TEXTILE009,"Fibres and Textile
Processing Technology",TEXTILE,Textile Engineering,,Engineering
TEXTILE010,"Man Made Textile
Technology",TEXTILE,Textile Engineering,,Engineering
TEXTILE011,Textile,TEXTILE,Textile Engineering,,Engineering
VET,Veterinary,,,,Medical Allied
ZOO,Zoology,,,,Science
