Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",ST,Gender-Neutral,No,No,Maharashtra,GSTS,73439
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,35146
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,23434
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,37596
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,35543
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,22558
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",Open,Female-Only,No,No,Maharashtra,LOPENS,21679
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",SC,Female-Only,No,No,Maharashtra,LSCS,31420
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",ST,Female-Only,No,No,Maharashtra,LSTS,56994
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",OBC,Female-Only,No,No,Maharashtra,LOBCS,22237
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,104043
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,50341
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",,Gender-Neutral,No,No,Maharashtra,TFWS,14675
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",EWS,Gender-Neutral,No,No,Maharashtra,EWS,27309
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,69269
"Anjuman College of Engineering & Technology, Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,134776
"Anjuman College of Engineering & Technology, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,137171
"Anjuman College of Engineering & Technology, Nagpur","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,82388
"Anjuman College of Engineering & Technology, Nagpur","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,70504
"Anjuman College of Engineering & Technology, Nagpur","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,89915
"Anjuman College of Engineering & Technology, Nagpur","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,No,No,Maharashtra,LOPENH,88277
"Anjuman College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,132231
"Anjuman College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,120511
"Anjuman College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,102739
"Anjuman College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,97369
"Anjuman College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,135824
"Anjuman College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,140636
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,111096
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,120058
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Civil Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,91349
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,26081
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,25334
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Computer Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,21739
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Computer Engineering,Religious Minority,Gender-Neutral,No,No,Maharashtra,MI,136309
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,28931
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Information Technology,Open,Female-Only,No,No,Maharashtra,LOPENS,27494
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Information Technology,,Gender-Neutral,No,No,Maharashtra,TFWS,22909
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Information Technology,Religious Minority,Gender-Neutral,No,No,Maharashtra,MI,137650
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering (Cyber",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,35258
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering (Cyber",Open,Female-Only,No,No,Maharashtra,LOPENS,34705
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering (Cyber",,Gender-Neutral,No,No,Maharashtra,TFWS,26562
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Business Systems",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,42653
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Business Systems",Open,Female-Only,No,No,Maharashtra,LOPENS,38291
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Business Systems",,Gender-Neutral,No,No,Maharashtra,TFWS,32628
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Industrial IoT,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,62106
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Industrial IoT,Open,Female-Only,No,No,Maharashtra,LOPENS,52293
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Industrial IoT,,Gender-Neutral,No,No,Maharashtra,TFWS,49081
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,70319
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,67175
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Electrical Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,55469
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,42047
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENS,36641
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",,Gender-Neutral,No,No,Maharashtra,TFWS,34081
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,85317
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,100486
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Mechanical Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,63857
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,29638
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",Open,Female-Only,No,No,Maharashtra,LOPENS,29323
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",,Gender-Neutral,No,No,Maharashtra,TFWS,20183
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",Religious Minority,Gender-Neutral,No,No,Maharashtra,MI,142577
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Artificial Intelligence,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,34148
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Artificial Intelligence,Open,Female-Only,No,No,Maharashtra,LOPENS,33568
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Artificial Intelligence,,Gender-Neutral,No,No,Maharashtra,TFWS,28583
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Artificial Intelligence,Religious Minority,Gender-Neutral,No,No,Maharashtra,MI,108407
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,137388
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,95868
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,110015
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,107218
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,110350
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,93921
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,100567
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,136545
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,135125
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,139172
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,No,No,Maharashtra,GVJH,141330
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,143039
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJH,136818
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,134394
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,135926
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,122930
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,123269
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,45559
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,45433
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,53050
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Information Technology,Open,Female-Only,No,No,Maharashtra,LOPENH,48052
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur","Electronics and
Communication",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,82125
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur","Electronics and
Communication",Open,Female-Only,No,No,Maharashtra,LOPENH,76394
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,117910
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred
Road,Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,125816
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,127524
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,116691
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,100006
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,124230
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,121757
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,115222
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,114971
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,138478
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,130409
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,128791
"Swaminarayan Siddhanta Institute Of Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,111648
"Swaminarayan Siddhanta Institute Of Technology, Nagpur","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,107114
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,137585
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,133212
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,135814
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,117844
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,119741
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,87978
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,108428
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,91796
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,77853
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,109004
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,83424
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",ST,Gender-Neutral,No,No,Maharashtra,GSTH,106080
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LSTH,116048
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Computer Science and
Engineering",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENH,107821
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,111183
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,141014
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,130057
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,100959
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTH,139223
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Electrical Engineering,NT,Female-Only,No,No,Maharashtra,LNT1H,142416
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,127380
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,131322
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,142281
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,111928
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,130142
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,123756
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Food Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,141364
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Food Technology,Open,Female-Only,No,No,Maharashtra,LOPENH,100580
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Food Technology,OBC,Female-Only,No,No,Maharashtra,LOBCH,140163
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Food Technology,SC,Female-Only,No,No,Maharashtra,LSCH,101767
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,139928
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Mining Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,140260
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza
Bamni",Mining Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,125110
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142642
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,113577
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,92562
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,120891
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,117852
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,110385
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,106705
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,116870
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,117887
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Computer Science and
Engineering",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENH,142920
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,134842
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,126619
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,114634
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Electronics and
Communication",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,133250
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati","Electronics and
Communication",Open,Female-Only,No,No,Maharashtra,LOPENH,126816
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of
Engineering & Technology, Bhadrawati",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,137216
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,136217
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,105057
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,108878
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,131446
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,113744
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,100505
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,121865
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,138204
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Electrical Engg[Electronics
and Power]",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,131797
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Electrical Engg[Electronics
and Power]",Open,Female-Only,No,No,Maharashtra,LOPENH,138687
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,143142
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,117904
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",SC,Gender-Neutral,No,No,Maharashtra,GSCH,127838
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,142985
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",Open,Female-Only,No,No,Maharashtra,LOPENH,131521
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",OBC,Female-Only,No,No,Maharashtra,LOBCH,139886
"Maitraya Education Society, Nagarjuna Institute of Engineering
Technology & Management, Nagpur","Computer Science and
Engineering(Artificial",SC,Female-Only,No,No,Maharashtra,LSCH,134553
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,103036
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,94298
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142646
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,111457
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur","Electronics and
Communication",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,125617
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur","Electronics and
Communication",Open,Female-Only,No,No,Maharashtra,LOPENH,123529
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,139048
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred
Road ,Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,74951
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,90874
